sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,featured,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
350,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:13:58",,,,,"Größe : Innen:52x37 Außen:115x62",,,,0,/c/i/cintamani535_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Die 35 Buddhas der Sündenbekenntnis",,,"Product Info Column",,499.0000,0,"Die 35 Buddhas der Sündenbekenntnis",/c/i/cintamani535_7.jpg,,,,,1,5,/c/i/cintamani535_7.jpg,,"2015-04-07 14:51:43",die-35-buddhas-der-sundenbekenntnis,die-35-buddhas-der-sundenbekenntnis.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/i/cintamani535_7.jpg,,1,0
,,,,"Thangkas/Thangkas ab 250 Euro",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:13:58",,,,,"Vajrapani (70cm groß)

Die Statue ist aus Kupfer und komplett Feuervergoldet und hat ein Kaltgold bemaltes Gesicht. 

ist in Tibet einer der drei wichtigsten Bodhisattvas. Er ist Herr der Geheimnisse, Träger der Energie und Tat und Beschützer Shakyamunis vor seinem Neffen Devadatta. Im Volksglauben auch Regen- und Gewittergott, sowie Schützer vor Schlangen-bissen. Vajrapani soll der letzte Buddha auf Erden sein. Diese wunderschöne Statue des Vajrapani wurde angefertigt nach dem Bild aus dem Ausstellungskatalog:"" Weisheit und Liebe."" Die Anfertigung hat circa ein Jahr gedauert. Die Vorlage ist aus  dem 17 Jahrhundert, aus der Inneren Mongolei. Diese ist 185 cm hoch und befindet sich im Museum von Stockholm. 

Die vorhandenen Bilder über die Herstellung können Sie dazu bekommen.

In Tibet hat er den Namen Caknadorje dies bedeutet er ist der Träger des Diamantdonnerkeils.Vajrapani ist eine komplexe Gottheit mit verschiedenen Formen. Durch die frühen buddhistischen Mahayana-Schriften ist er als Begleiter des Buddha eine vertraute Gestalt. In der Kunst ist er ein wichtiger Bodhisattva [spiritueller Held], der daran zu erkennen ist, daß er einen Vajra [Zepter der Kraft des Mitgefühls] in der Hand hält. In der tantrischen Mahayana-Tradition begegnet man ihm meist in seiner zornvollen Erscheinungsform, in der er ein machtvoller Beschützer u. Beseitiger v. Hindernissen ist. Vajrapani soll der letzte Buddha sein, der in dieser Welt erscheinen wird. 

 Besonders in der Gelug-Schule, die den Buddhismus der Mongolei geprägt hat, wird Vajrapani in einer Reihe mit Avalokiteshvara und Manjushri dargestellt. Die drei himmlischen Bodhisattvas gelten als erzengelartige Schutzgottheiten, die Macht [Vajrapani], Mitgefühl [Avalokiteshvara] und Weisheit [Manjushri] aller Buddhas der Vergangenheit, Gegenwart und Zukunft verkörpern. Auch diese Statue, die von dem berühmten Geographen und Entdecker Sven Hedin von Chahar in der Inneren Mongolei nach Schweden mitgebracht wurde, ist Teil einer solchen Gruppe [...].

 Um seiner Rolle als zornvoll mitfühlender Schützer der buddhistischen Lehre gerecht zu werden, wurde Vajrapani für dieses Buch als das erste von 160 tibetischen Kunstwerken ausgewählt, genauso wie man ihn auch in der Nähe des Eingangs zu den Schreinhallen tibetischer und mongolischer Tempel findet.

 Der massive Körper dieses Vajrapani wirkt, durch Geist und Körperhaltung in der Kriegerpose, ausgeglichen. Den rechten Arm streckt er in Richtung seiner Körperbewegung aufwärts; die rechte Hand umschließt locker ein Vajra-Zepter. Der linke Arm kreuzt seinen Leib, die Hand in achtunggebietender Drohgeste. Unter jedem seiner Füße hält er eine lebendige Schlange in Schach. Kleidung und Körperschmuck weisen einige der für zornvolle Gottheiten üblichen Charakteristika auf, wie das lange Schlangenhalsband und den Tigerfell-Lendenschurz [mit dem auf der Rückseite dargestellen Gesicht]. Doch im allgemeinen trägt er den Körperschmuck friedvoller Bodhisattvas: die juwelenverzierte fünfzackige Krone, die kunstvoll gearbeiteten Ohrringe, Armbänder und -reifen, Hals-und Fußketten. Interessanterweise trägt er in seinem Haar einen Halb-Vajra, der vielleicht auf seine spezielle Insignie hinweist. Die Streifenbänder seiner Krone und die langen Schärpen, die um seine Schultern liegen und seitlich hinabflattern, erzeugen eine schwingende Bewegung und ergänzen so seine aktive Körperhaltung. Seine Erregtheit wird durch die Strähnen seines roten Haares, die zu Berge stehen, durch die flammenähnliche Gestaltung seiner Augenbrauen und des Oberlippenbartes sowie seinen dicht gelockten roten Bart betont. Die individualistischen Züge seines Gesichts wirken überzeugend lebensecht: Drei hervortretende Augen, eine kurze gerümpfte Nase [mit einer Warze auf der Spitze] und ein wild brüllender Mund, eingerahmt von auffallend rot lackierten Lippen. Die aufgerollte rote Zunge ist zwischen zwei Reihen klaffender, nußknackerartiger Zähnen sichtbar. Seine Erscheinung ist machtvoll, beseelt, farbenprächtig und zeichnet sich durch die Ausgewogenheit von naturalistischer Darstellung und Stilisierung aus.

 Diese Arbeit muß in die späte Phase der tibetischen Kunst datiert werden, als sie schon die Kulturen Chinas, der Mandschurei, der Inneren und Äußeren Mongolei sowie Teile des russischen Sibiriens, wie Burjätien, tief durchdrungen hatte. Obwohl diese Kunstform oft als >sino-tibetisch< bezeichnet wurde, da die chinesischen Werkstätten häufig besonders aktiv für den tibeto-mongolisch-mandschurischen Markt produzierten, fehlen bislang gründliche Studien, die die Unterschiede zwischen den regionalen Schulrichtungen dieser internationalen Kunst tibetischen Stils geklärt hätten. Diese Plastik kann, genauso wie die anderen aus dieser Serie, als repräsentativ für die mongolische Schule um 1700 gelten. Elemente dieser Skulptur, wie die glatten, geschmeidigen und ausladenden Flächen des Körpers, die eher großen, aber dennoch ausgesuchten und unterschiedlichen Arten eingesetzter Schmucksteine, die besonderen Rankenmuster der vergoldeten Ornamente sowie der recht milde, jugendliche und strahlende Aspekt dieser zornvollen Gottheit sind charakteristisch für die mongolisch-buddhistischen Skulpturen dieser Zeit. Die gleichen Elemente treten auch in Kunstwerken auf, die dem berühmten mongolischen Lama und Bildhauer Zanabazar, der im späten 17. Jahrhundert lebte, zugeschrieben werden.
Published in ""Wisdom and compassion – The sacred art of Tibet from Marylin M. Rhie and Robert A. F. Thurman  in association with Harry N. Abrahams,  Inc., Publisher"", Page 68	Veröffentlicht im Katalog zur Ausstellung ""Weisheit und Liebe - 1.000 Jahre Kunst des tibetischen Buddhismus von Marylin M. Rhie and Robert A. F. Thurman"", Seite 68",,,,0,/b/u/buddha013_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen",Vajrapani,,,"Product Info Column",,6999.0000,0,Vajrapani,/b/u/buddha013_7.jpg,,,,,2,5,/b/u/buddha013_7.jpg,,"2015-04-07 14:51:43",vajrapani,vajrapani.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/b/u/buddha013_7.jpg,,1,0
,,,,Sonderanfertigungen,Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:13:58",,,,,"Arapacana-Manjusri vollvergoldete Kupferstatue 20cm",,,,0,/c/i/cintamani381_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Arapacana-Manjusri vollvergoldete Kupferstatue 20cm",,,"Product Info Column",,459.0000,0,"Arapacana-Manjusri vollvergoldete Kupferstatue 20cm",/c/i/cintamani381_7.jpg,,,,,1,5,/c/i/cintamani381_7.jpg,,"2015-04-07 14:51:43",arapacana-manjusri-vollvergoldete-kupferstatue-20cm,arapacana-manjusri-vollvergoldete-kupferstatue-20cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/i/cintamani381_7.jpg,,1,0
,,,,"m Bodhisattvas/Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri/ Arapacana-Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:13:59",,,,,"Auf der Rückseite der Statue ist das Manta des Manjusri eingraviert.<br>
OM ARAPACANA DHIH",,,,0,/m/a/manju20cmcu229v_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Arapacana-Manjusri  Kupferstatue 20cm",,,"Product Info Column",,249.0000,0,"Arapacana-Manjusri  Kupferstatue 20cm",/m/a/manju20cmcu229v_7.jpg,,,,,1,5,/m/a/manju20cmhg299_8.jpg,,"2015-04-07 14:51:43",arapacana-manjusri-kupferstatue-20cm,arapacana-manjusri-kupferstatue-20cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri/ Arapacana-Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:13:59",,,,,"Die Thangka zeigt den tausendarmigen Bodhisattva Sahasrabhuja-Avalokitesvara (Sahasrabhuja Sahasranetra,jap. Senju Kanon). Der Brokat ist 50 mal 96 cm groß, das Bild ist 24,5 mal 46 cm. Vorlage für diese Thangka war der Blockdruck aus dem Buch Budddhismus Götter,Bilder und Skulpturen von Louis Frederic.",,,,0,/a/s/asia_1000_ava_det2_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen",Sahasrabhuja-Avalokitesvara,,,"Product Info Column",,749.0000,0,Sahasrabhuja-Avalokitesvara,/a/s/asia_1000_ava_det2_7.jpg,,,,,1,5,/a/s/asia_1000_ava_det2_7.jpg,,"2015-04-07 14:51:43",sahasrabhuja-avalokitesvara,sahasrabhuja-avalokitesvara.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/s/asia_1000_ava_det2_7.jpg,,1,0
,,,,"m Bodhisattvas/Avalokitesvara",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Avalokitesvara/ Sahasrabuja-Lokesvara",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Thangkas/Thangkas ab 250 Euro",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:13:59",,,,,"Arapacana-Manjusri teilvergoldete Kupferstatue 8cm",,,,0,/0/8/08.08_hg__manjusri_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Arapacana-Manjusri teilvergoldete Kupferstatue 8cm",,,"Product Info Column",,49.0000,0,"Arapacana-Manjusri teilvergoldete Kupferstatue 8cm",/0/8/08.08_hg__manjusri_7.jpg,,,,,1,5,,,"2015-04-07 14:51:43",arapacana-manjusri-teilvergoldete-kupferstatue-8cm,arapacana-manjusri-teilvergoldete-kupferstatue-8cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri/ Arapacana-Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:13:59",,,,,"Arapacana-Manjusri  Gießstatue 12,5cm",,,,0,/2/0/2007_g6_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Arapacana-Manjusri  Gießstatue 12,5cm",,,"Product Info Column",,19.5001,0,"Arapacana-Manjusri  Gießstatue 12,5cm",/2/0/2007_g6_7.jpg,,,,,1,5,,,"2015-04-07 14:51:43",arapacana-manjusri-giessstatue-12-5cm,arapacana-manjusri-giessstatue-12-5cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri/ Arapacana-Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:13:59",,,,,"Arapacana-Manjusri teilvergoldete Kupferstatue 10cm",,,,0,/2/0/2007_manju3_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Arapacana-Manjusri teilvergoldete Kupferstatue 10cm",,,"Product Info Column",,89.0000,0,"Arapacana-Manjusri teilvergoldete Kupferstatue 10cm",/2/0/2007_manju3_7.jpg,,,,,1,5,,,"2015-04-07 14:51:44",arapacana-manjusri-teilvergoldete-kupferstatue-10cm,arapacana-manjusri-teilvergoldete-kupferstatue-10cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri/ Arapacana-Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:13:59",,,,,"Arapacana-Manjusri teilvergoldete Kupferstatue 32cm",,,,0,/c/i/cintamani379_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Arapacana-Manjusri teilvergoldete Kupferstatue 32cm",,,"Product Info Column",,799.0000,0,"Arapacana-Manjusri teilvergoldete Kupferstatue 32cm",/c/i/cintamani379_7.jpg,,,,,2,5,/c/i/cintamani379_7.jpg,,"2015-04-07 14:51:44",arapacana-manjusri-teilvergoldete-kupferstatue-32cm,arapacana-manjusri-teilvergoldete-kupferstatue-32cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/i/cintamani379_7.jpg,,1,0
,,,,"m Bodhisattvas/Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri/ Arapacana-Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:13:59",,,,,"Simhasana-Manjusri  (Manjughosa )
Manjughosa der Wohltönende mit der zusätzlichen Geste des Andrehen des Dharmarads wird er besonders oft
von den Schülern und Studenten der Klöster verehrt. Dies schaffe die Vorrausetzung dafür im Studium der
 Lehre schnell voranzukommen.",,,,0,/c/i/cintamani336_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Manjughosa  Kupferstatue 44cm",,,"Product Info Column",,1599.0000,0,"Manjughosa  Kupferstatue 44cm",/c/i/cintamani336_7.jpg,,,,,1,5,/c/i/cintamani336_7.jpg,,"2015-04-07 14:51:44",manjughosa-kupferstatue-44cm,manjughosa-kupferstatue-44cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/i/cintamani336_7.jpg,,1,0
,,,,"m Bodhisattvas/Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri/Simhasana-Manjusri (Manjughosa)",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:13:59",,,,,"Mahamanjusri Kupferstatue 18cm",,,,0,/c/i/cintamani607_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Mahamanjusri Kupferstatue 18cm",,,"Product Info Column",,399.0000,0,"Mahamanjusri Kupferstatue 18cm",/c/i/cintamani607_7.jpg,,,,,2,5,/c/i/cintamani607_7.jpg,,"2015-04-07 14:51:44",mahamanjusri-kupferstatue-18cm,mahamanjusri-kupferstatue-18cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/i/cintamani607_7.jpg,,1,0
,,,,"m Bodhisattvas/Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri/ Dharmadhala-Vagisvara-Manjusri ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:00",,,,,"Heruka ist die Verbildlichung

des Hevajratantra aus dem 9. Jh.

Es ist das Buch über das absolute

( Vajra ),das der Gläubige versucht 

zu erfahren.


 

Die Statue ist 20cm groß, ist teilvergoldet und antik finished.",,,,0,/c/i/cintamani003_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen",Heruka,,,"Product Info Column",,699.0001,0,Heruka,/c/i/cintamani003_7.jpg,,,,,2,5,/c/i/cintamani006_7.jpg,,"2015-04-07 14:51:44",heruka,heruka.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
117,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:00",,,,,"Größe : innen 10,5x9 ; außen 40x25",,,,0,/s/_/s_shakya_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Small - Shakyamuni",,,"Product Info Column",,49.9000,0,"Small - Shakyamuni",/s/_/s_shakya_7.jpg,,,,,1,5,,,"2015-04-07 14:51:44",small-shakyamuni,small-shakyamuni.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Thangkas/small Tsagil",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:00",,,,,"Größe : 
Innen: 10,5x9 
Außen: 40x25",,,,0,/s/w/swite_tara_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Small - Weiße Tara /Sitatara",,,"Product Info Column",,49.9000,0,"Small - Weiße Tara /Sitatara",/s/w/swite_tara_7.jpg,,,,,1,5,,,"2015-04-07 14:51:44",small-weisse-tara-sitatara,small-weisse-tara-sitatara.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"w. Bodhisattvas und Dakinis/Weiße Tara (Sitatara)",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Thangkas/small Tsagil",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:00",,,,,"Größe : 
Innen: 10,5x9 
Außen: 40x25",,,,0,/s/_/s_manju_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Small - Manjusri",,,"Product Info Column",,49.9000,0,"Small - Manjusri",/s/_/s_manju_7.jpg,,,,,1,5,,,"2015-04-07 14:51:45",small-manjusri,small-manjusri.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Manjusri/ Arapacana-Manjusri",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Thangkas/small Tsagil",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,Default,simple,"Thangkas/small Tsagil",Shop,base,,,,"2015-04-07 10:14:00",,,,,"Größe : 
Innen: 10,5x9 
Außen: 40x25",Nein,,,0,no_selection,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Small - Padmapani",,,"Product Info Column",,49.9000,0,"Small - Padmapani",no_selection,,,,,1,5,no_selection,,"2015-08-12 17:06:10",small-padmapani,small-padmapani.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
122,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:00",,,,,"Größe:
Innen: 10,5x9
Außen: 40x25",,,,0,/s/g/sgtara_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Small - Grüne Tara / Syamatara",,,"Product Info Column",,49.9000,0,"Small - Grüne Tara / Syamatara",/s/g/sgtara_7.jpg,,,,,1,5,,,"2015-04-07 14:51:45",small-grune-tara-syamatara,small-grune-tara-syamatara.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"w. Bodhisattvas und Dakinis/Grüne Tara (Syamatara)",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Thangkas/small Tsagil",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:00",,,,,"Größe:
Innen: 10,5x9
Außen: 40x25",,,,0,/s/a/sava4_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Small - Sadaksari-Lokesvara",,,"Product Info Column",,49.9000,0,"Small - Sadaksari-Lokesvara",/s/a/sava4_7.jpg,,,,,1,5,,,"2015-04-07 14:51:45",small-sadaksari-lokesvara,small-sadaksari-lokesvara.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Avalokitesvara",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"m Bodhisattvas/Avalokitesvara/Sadaksari- Lokesvara",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Thangkas/small Tsagil",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
